met_id,abbreviation,chargedFormula,charge
3283,glcmannan,C2574H4292O2146,0
3284,glutaccoa,C26H36N7O19P3S,-4
3285,glutar,C5H6O4,-2
3286,glutrna,C5H7NO3R,0
3287,glyasn,C6H11N3O4,0
3288,glyasp,C6H9N2O5,-1
3289,glycogen,C6H10O5,0
3290,glygln,C7H13N3O4,0
3291,glymet,C7H14N2O3S,0
3292,glytyr,C11H14N2O4,0
3293,gtspmd,C17H36N6O5S,2
3294,h2mb4p,C5H9O8P2,-3
3295,h2s,H2S,0
3296,h4mpt,C30H42N6O16P,-3
3297,hemeO,C49H56FeN4O5,-2
3298,hepdp,C35H57O7P2,-3
3299,hethmpp,C14H20N4O8P2S,-2
3300,hexs,C6H13O3S,-1
3301,hg2,Hg,2
3302,hgbam,C45H58N6O12,-4
3303,hgbyr,C45H54N4O14,-6
3304,hhlipa,C124H220N2O51P2,-6
3305,hisp,C6H11N3O4P,-1
3306,histd,C6H12N3O,1
3307,hkndd,C9H8O6,-2
3308,hkntd,C9H6O6,-2
3309,hlipa,C117H208N2O45P2,-6
3310,hoacoa,C27H40N7O20P3S,-4
3311,homogal,C660H840O660,-120
3312,hphaccoa,C29H38N7O18P3S,-4
3313,hphhlipa,C131H231N2O60P3,-8
3314,hqn,C6H6O2,0
3315,hspg_degr_1,C24H33O36N2S5,-7
3316,hspg_degr_10,C43H66N2O38SX,-3
3317,hspg_degr_11,C43H67N2O35X,-2
3318,hspg_degr_2,C49H71N2O56S5X,-6
3319,hspg_degr_3,C18H26O30N2S5,-6
3320,hspg_degr_4,C18H28O24N2S3,-4
3321,hspg_degr_5,C18H29O21N2S2,-3
3322,hspg_degr_6,C18H31O15N2,-1
3323,hspg_degr_7,C49H71N2O50S3X,-6
3324,hspg_degr_8,C43H64N2O44S3X,-5
3325,hspg_degr_9,C43H65N2O41S2X,-4
3326,i14tca1,C115H224O135P24,-24
3327,i14tcaacgam,C307H536N24O255P24,-24
3328,i16tca1,C119H232O135P24,-24
3329,i16tcaacgam,C311H544N24O255P24,-24
3330,iasp,C4H3NO4,-2
3331,icolipa,C145H251N2O74P4,-11
3332,imacp,C6H7N2O5P,-2
3333,imogly,C2H3NO2,0
3334,ind3ppa,C11H10NO2,-1
3336,indpyr,C11H8NO3,-1
3337,inulin,C180H302O151,0
3338,isetac,C2H5O4S,-1
3339,ispre,C5H8,0
3340,kdo,C8H13O8,-1
3341,kdo2lipid4,C84H148N2O37P2,-6
3342,kdo2lipid4L,C96H170N2O38P2,-6
3343,kdo8p,C8H12O11P,-3
3344,kdolipid4,C76H137N2O30P2,-5
3345,kphphhlipa,C139H241N2O70P4,-11
3346,l2a6o,C7H10NO5,-1
3347,Largn,C10H12NO5,-1
3348,lichn,C1020H1702O851,0
3349,lipa,C110H196N2O39P2,-6
3350,lipidA,C68H126N2O23P2,-4
3351,lipidAds,C68H127N2O20P,-2
3352,lipidX,C34H64NO12P,-2
3353,m12dahglyc,C43H82O10,0
3354,m12dapglyc,C39H74O10,0
3355,m12ditglyc,C37H70O10,0
3356,m12dixglyc,C41H78O10,0
3357,madg,C7H14O6,0
3358,malcoam,C25H36N7O19P3S,-4
3359,mannan,C840H1402O701,0
3360,mcom,C3H7O3S2,-1
3361,mecfsp,C20H3CoN4R21,1
3362,met_D,C5H10NO2S,0
3363,metala,C8H16N2O3S,0
3364,metsox_R_L,C5H11NO3S,0
3365,mfur,C34H40N4O15,-4
3366,mg2, and is commonly used as an antacid. Moreover, magnesium is found to be associated with primary hypomagnesemia
3367,mh4mpt,C31H44N6O16P,-3
3368,mn2,Mn,2
3369,mobd,MoO4,-2
3370,mops,C7H14NO4S,-1
3371,mphze,C37H50N2O,0
3372,mql7,C46H66O2,0
3373,mql8,C51H74O2,0
3374,mso3,CH3O3S,-1
3375,mtethnpn,C31H42N6O16P,-3
3376,mtth4mpt,C31H41N6O16P,-2
3377,n2,N2,0
3378,n2o,N2O,0
3379,ncptrc,C5H14N3O,1
3380,ni2,Ni,2
3381,np2msucc,C15H12O4,-2
3382,np2msucccoa,C36H43N7O19P3S,-5
3383,ocmhmxbq,C48H71O4,-1
3384,octdp,C40H65O7P2,-3
3385,ohpb,C4H4O8P,-3
3386,op4en,C5H5O3,-1
3387,oxadpcoa,C27H37N7O20P3S,-5
3388,oxcoa,C23H32N7O19P3S,-4
3389,oxglyc,C4H2O6,-2
3390,oxur,C3H3N2O4,-1
3391,pa120,C27H51O8P1,-2
3392,pa140,C31H59O8P1,-2
3393,pa141,C31H55O8P1,-2
3394,pa160,C35H67O8P1,-2
3395,pa161,C35H63O8P1,-2
3396,pa180,C39H75O8P1,-2
3397,pa181,C39H71O8P1,-2
3398,paai15,C33H63O8P,-2
3399,paai17,C37H71O8P,-2
3400,pad,C8H9NO,0
3401,pai14,C31H59O8P,-2
3402,pai16,C35H67O8P,-2
3403,pb,Pb,2
3404,pe120,C29H58N1O8P1,0
3405,pe140,C33H66N1O8P1,0
3406,pe141,C33H62N1O8P1,0
3407,pe160,C37H74N1O8P1,0
3408,pe161,C37H70N1O8P1,0
3409,pe180,C41H82N1O8P1,0
3410,pe181,C41H78N1O8P1,0
3411,peai15,C35H70NO8P,0
3412,peai17,C39H78NO8P,0
3413,pecticgal,C597H971O503,-11
3414,pei14,C33H66NO8P,0
3415,pei16,C37H74NO8P,0
3416,pendp,C25H41O7P2,-3
3417,pg120,C30H58O10P1,-1
3418,pg140,C34H66O10P1,-1
3419,pg141,C34H62O10P1,-1
3420,pg160,C38H74O10P1,-1
3421,pg161,C38H70O10P1,-1
3422,pg180,C42H82O10P1,-1
3423,pg181,C42H78O10P1,-1
3424,pgai15,C36H70O10P,-1
3425,pgai17,C40H78O10P,-1
3426,pgi14,C34H66O10P,-1
3427,pgi16,C38H74O10P,-1
3428,PGP,C39H64N8O19X,0
3429,pgp120,C30H57O13P2,-3
3430,pgp140,C34H65O13P2,-3
3431,pgp141,C34H61O13P2,-3
3432,pgp160,C38H73O13P2,-3
3433,pgp161,C38H69O13P2,-3
3434,pgp180,C42H81O13P2,-3
3435,pgp181,C42H77O13P2,-3
3436,pgpai15,C36H69O13P2,-3
3437,pgpai17,C40H77O13P2,-3
3438,phhlipa,C124H219N2O54P3,-8
3439,phphhlipa,C131H230N2O63P4,-10
3440,phthr,C4H8NO7P,-2
3441,phyldpp,C20H39O7P2,-3
3442,pime,C7H10O4,-2
3443,pmACP,C18H30N2O10PRS,-2
3444,pmACPm,C19H33N2O10PRS,-1
3445,pmcoa,C28H41N7O19P3S,-5
3447,ppaca,C2H3O4P,-2
3448,ppap,C3H5O5P,-2
3449,ppgpp,C10H11N5O17P4,-6
3450,pppn,C9H9O2,-1
3451,pprdn,C5H9N,0
3452,pqq,C14H3N2O8,-3
3453,pqqh2,C14H5N2O8,-3
3454,prbamp,C15H19N5O14P2,-4
3455,prbatp,C15H19N5O20P4,-6
3456,pre3a,C43H43N4O16,-7
3457,pre3b,C43H44N4O17,-6
3458,pre4,C44H44N4O17,-8
3459,pre5,C45H46N4O17,-8
3460,pre6a,C44H47N4O16,-7
3461,pre6b,C44H49N4O16,-7
3462,pre8,C45H53N4O14,-7
3463,prfp,C15H21N5O15P2,-4
3464,ps120,C30H57N1O10P1,-1
3465,ps140,C34H65N1O10P1,-1
3466,ps141,C34H61N1O10P1,-1
3467,ps160,C38H73N1O10P1,-1
3468,ps161,C38H69N1O10P1,-1
3469,ps180,C42H81N1O10P1,-1
3470,ps181,C42H77N1O10P1,-1
3471,psai15,C36H69NO10P,-1
3472,psai17,C40H77NO10P,-1
3473,psi14,C34H65NO10P,-1
3474,psi16,C38H73NO10P,-1
3475,pslac,C3H3O9PS,-4
3476,pullulan1200,C7200H12002O6001,0
3477,q8,C49H74O4,0
3478,q8h2,C49H76O4,0
3480,quint,C7H11O6,-1
3481,rb15bp,C5H8O11P2,-4
3482,rdmbzi,C14H18N2O4,0
3483,rhamnogalurI,C5840H7862O5281,-620
3484,rhamnogalurII,C317H445O273,-27
3485,rhcys,C9H17NO6S,0
3486,s,S,0
3487,sacald,C2H3O4S,-1
3488,salc6p,C13H17O10P,-2
3489,salcn,C13H18O7,0
3490,sbzcoa,C32H39N7O20P3S,-5
3491,scl,C42H39N4O16,-7
3492,sheme,C42H36FeN4O16,-8
3493,skm,C7H9O5,-1
3494,skm5p,C7H8O8P,-3
3495,sl26da,C11H16N2O7,-2
3496,sl2a6o,C11H12NO8,-3
3499,srbL1p,C6H12O9P,-1
3500,sttca1,C123H240O135P24,-24
3501,sttcaacgam,C315H552N24O255P24,-24
3502,sucarg,C10H17N4O5,-1
3503,sucbz,C11H8O5,-2
3504,succitr_L,C10H16N3O6,-1
3505,sucglu,C9H10NO7,-3
3506,suchms,C8H12NO6,-1
3507,sulfac,C2H2O5S,-2
3508,t3c5ddeceACP,C23H39N2O8PRS,-1
3509,t3c7mrseACP,C25H43N2O8PRS,-1
3510,t3c9palmeACP,C27H47N2O8PRS,-1
3511,tartr_L,C4H4O6,-2
3512,tcb,C6H5O6,-3
3513,thdp,C7H7NO4,-2
3514,thfglu,C24H27N8O9,-3
3515,thglu,C24H32N8O12,0
3516,tma,C3H10N,1
3517,tmao,C3H9NO,0
3518,u23ga,C43H75N3O20P2,-2
3519,u3aga,C31H51N3O19P2,-2
3520,u3hga,C29H50N3O18P2,-1
3521,uaaAgla,C94H153N8O26P2,-3
3522,uaaAgtla,C94H155N9O25P2,-2
3523,uaagmda,C95H152N8O28P2,-4
3524,uaagtmda,C95H154N9O27P2,-3
3525,uaccg,C20H26N3O19P2,-3
3526,uacmamu,C17H22N3O18P2,-3
3527,uaGgla,C86H140N7O21P2,-3
3528,uagmda,C87H139N7O23P2,-4
3529,uama,C23H33N4O20P2,-3
3530,uamag,C28H39N5O23P2,-4
3531,uamr,C20H28N3O19P2,-3
3532,udcpdp,C55H89O7P2,-3
3533,udcpp,C55H89O4P,-2
3534,uGgla,C40H62N9O26P2,-3
3535,ugmd,C35H51N7O26P2,-4
3536,ugmda,C41H61N9O28P2,-4
3537,unaga,C63H103NO12P2,-2
3538,up4g,C18H22N4O23P4,-4
3539,urdgly,C3H7N3O3,0
3540,urdglyc,C3H5N2O4,-1
3541,xylan,C2640H4226O2113,0
3542,xyluglc,C6438H10610O5245,0
3543,10mundecACP,C23H43N2O8PRS,-1
3544,11m3hddcaACP,C24H45N2O9PRS,-1
3545,11m3oddcaACP,C24H43N2O9PRS,-1
3546,11mddcaACP,C24H45N2O8PRS,-1
3547,11mtddec2eACP,C24H43N2O8PRS,-1
3548,12dihdglyc,C37H72O5,0
3549,12dipdglyc,C33H64O5,0
3550,12ditdglyc,C31H60O5,0
3551,12dixdglyc,C35H68O5,0
3552,12mtridecACP,C25H47N2O8PRS,-1
3553,12mttritec2eACP,C25H45N2O8PRS,-1
3554,13m3hmyrsACP,C26H49N2O9PRS,-1
3555,13m3omyrsACP,C26H47N2O9PRS,-1
3556,13mmyrsACP,C26H49N2O8PRS,-1
3557,13mtmrs2eACP,C26H47N2O8PRS,-1
3558,13ppd,C3H8O2,0
3559,14mpentdecACP,C27H51N2O8PRS,-1
3560,14mtpentdec2eACP,C27H49N2O8PRS,-1
3561,15dap,C5H16N2,2
3562,15m3hpalmACP,C28H53N2O9PRS,-1
3563,15m3opalmACP,C28H51N2O9PRS,-1
3564,15mpalmACP,C28H53N2O8PRS,-1
3565,15mtpalm2eACP,C28H51N2O8PRS,-1
3566,1ihpdecg3p,C20H39O7P,-2
3567,1ipdecg3p,C18H36O7P,-1
3568,1p4h2cbxl,C5H6NO3,-1
3569,23camp,C10H11N5O6P,-1
3570,23cgmp,C10H11N5O7P,-1
3571,23dhb,C7H5O4,-1
3572,23dhmp,C6H11O4,-1
3573,25dkglcn,C6H7O7,-1
3574,25drapp,C9H14N5O8P,-2
3575,26dap_M,C7H14N2O4,0
3576,2aeppn,C2H7NO3P,-1
3577,2agpe120,C17H36NO7P1,0
3578,2agpe140,C19H40NO7P1,0
3579,2agpe141,C19H38NO7P1,0
3580,2agpe160,C21H44NO7P1,0
3581,2agpe161,C21H42NO7P1,0
3582,2agpe180,C23H48NO7P1,0
3583,2agpe181,C23H46NO7P1,0
3584,2agpg120,C18H36O9P1,-1
3585,2agpg140,C20H40O9P1,-1
3586,2agpg141,C20H38O9P1,-1
3587,2agpg160,C22H44O9P1,-1
3588,2agpg161,C22H42O9P1,-1
3589,2agpg180,C24H48O9P1,-1
3590,2agpg181,C24H46O9P1,-1
3591,2ddpent,C5H7O5,-1
3592,2dh3dgal,C6H9O6,-1
3593,2dh3dgal6p,C6H8O9P,-3
3594,2dhglcn,C6H9O7,-1
3595,2dhguln,C6H9O7,-1
3596,2dhp,C6H9O4,-1
3597,2h3oppan,C3H3O4,-1
3598,2hymeph,C7H8O2,0
3599,2ins,C6H10O6,0
3600,2ohed,C7H6O5,-2
3601,2omxyl,C6H12O5,0
3602,34dhb,C7H5O4,-1
3603,35dacap,C6H15N2O2,1
3604,36dahx,C6H15N2O2,1
3605,3btcoa,C25H36N7O17P3S,-4
3606,3c3hmp,C7H10O5,-2
3607,3cmp,C9H12N3O8P,-2
3608,3dhgulnp,C6H8O10P,-3
3609,3gmp,C10H12N5O8P,-2
3610,3h3mop,C6H9O4,-1
3611,3hadpcoa,C27H39N7O20P3S,-5
3612,3hcddec5eACP,C23H41N2O9PRS,-1
3613,3hcmrs7eACP,C25H45N2O9PRS,-1
3614,3hcpalm9eACP,C27H49N2O9PRS,-1
3615,3hddecACP,C23H43N2O9PRS,-1
3616,3hhcoa,C27H42N7O18P3S,-4
3617,3hhdcoa,C37H62N7O18P3S,-4
3618,3hmrsACP,C25H47N2O9PRS,-1
3619,3hocoa,C29H46N7O18P3S,-4
3620,3hpalmACP,C27H51N2O9PRS,-1
3621,3hphac,C8H7O3,-1
3622,3hppnl,C3H6O2,0
3623,3m1hbtpp,C17H26N4O8P2S,-2
3624,3mbutACP,C16H29N2O8PRS,-1
3625,3mcat,C7H8O2,0
3626,3msaclt,C8H7O3,-1
3627,3oddecACP,C23H41N2O9PRS,-1
3628,3ohcoa,C27H40N7O18P3S,-4
3629,3omrsACP,C25H45N2O9PRS,-1
3630,3oocoa,C29H44N7O18P3S,-4
3631,3ooctdACP,C29H53N2O9PRS,-1
3632,3opalmACP,C27H49N2O9PRS,-1
3633,3oxoadp,C6H6O5,-2
3634,4abz,C7H6NO2,-1
3635,4h2opntn,C5H7O4,-1
3636,4hba,C7H8O2,0
3637,4hbutcoa,C25H38N7O18P3S,-4
3638,4hdxbutn,C4H7O3,-1
3639,4hmsaclt,C8H7O4,-1
3640,4hpro_D,C5H9NO3,0
3641,4m3hpentACP,C17H31N2O9PRS,-1
3642,4m3opentACP,C17H29N2O9PRS,-1
3643,4mcat,C7H8O2,0
3644,5a3ohex,C6H10NO3,-1
3645,5aptn,C5H11NO2,0
3646,5cm2hmu,C8H5O7,-3
3647,5cmhmsa,C8H6O6,-2
3648,5dgclur,C6H9O6,-1
3649,5dglcn,C6H9O7,-1
3650,5dh4dglc,C6H6O7,-2
3651,5drib,C5H10O4,0
3652,5m3hhexACP,C18H33N2O9PRS,-1
3653,5m3ohexACP,C18H31N2O9PRS,-1
3654,5mhexACP,C18H33N2O8PRS,-1
3655,5mthex2eACP,C18H31N2O8PRS,-1
3656,5odhf2a,C6H5O4,-1
3657,6hmhpt,C7H9N5O2,0
3658,6hmhptpp,C7H8N5O8P2,-3
3659,6m3hheptACP,C19H35N2O9PRS,-1
3660,6m3oheptACP,C19H33N2O9PRS,-1
3661,7m3hocACP,C20H37N2O9PRS,-1
3662,7m3oocACP,C20H35N2O9PRS,-1
3663,7mocACP,C20H37N2O8PRS,-1
3664,7mtoct2eACP,C20H35N2O8PRS,-1
3665,8m3hnonACP,C21H39N2O9PRS,-1
3666,8m3ononACP,C21H37N2O9PRS,-1
3667,9m3hdcaACP,C22H41N2O9PRS,-1
3668,9m3odcaACP,C22H39N2O9PRS,-1
3669,9mdcaACP,C22H41N2O8PRS,-1
3670,9mtdec2eACP,C22H39N2O8PRS,-1
3671,ab6p3hxl,C6H11O9P,-2
3672,acerA,C6H9O6,-1
3673,acgal6p,C8H14NO9P,-2
3674,acgalidour,C14H22NO12,-1
3675,acon_C,C6H3O6,-3
3676,acon_T,C6H3O6,-3
3677,acser,C5H9NO4,0
3678,actn_S,C4H8O2,0
3680,adhlam,C10H19NO2S2,0
3681,adphep_LD,C17H25N5O16P2,-2
3684,aihpdcoa,C38H64N7O17P3S,-4
3685,aipdcoa,C36H60N7O17P3S,-4
3688,alac_S,C5H7O4,-1
3689,alaglu,C8H13N2O5,-1
3690,alagly,C5H10N2O3,0
3691,alahis, ROS and free radicals scavenging ability (PMID 16406688). Carnosine is a biomarker for the consumption of meat. Carnosine is found to be associated with carnosinuria," which is an inborn error of metabolism."""
3692,alaleu,C9H18N2O3,0
3693,alathr,C7H14N2O4,0
3694,alltn_R,C4H6N4O3,0
3695,altrn,C6H11O7,-1
3696,amopbut_L,C4H6NO7P,-2
3697,apio_D,C5H10O5,0
3698,applp,C3H9NO4P,-1
3699,ara5p,C5H9O8P,-2
3700,arab_D,C5H10O5,0
3701,arabt_L,C5H9O6,-1
3702,aspsa,C4H7NO3,0
3703,biomass,X,0
3704,btd_SS,C4H10O2,0
3705,butACP,C15H27N2O8PRS,-1
3706,bz12diol,C7H7O4,-1
3707,cddec5eACP,C23H41N2O8PRS,-1
3708,cdec3eACP,C21H37N2O8PRS,-1
3709,cdpdihdecg,C44H79N3O15P2,-2
3710,cdpdihpdecg,C46H83N3O15P2,-2
3711,cdpdipdecg,C42H75N3O15P2,-2
3712,cdpdtdecg,C40H71N3O15P2,-2
3713,cellb,C12H22O11,0
3714,cenchddd,C9H9O4,-1
3715,chtbs,C16H28N2O11,0
3716,clpni14,C65H124O17P2,-2
3717,clpni15,C69H132O17P2,-2
3718,clpni16,C73H140O17P2,-2
3719,clpni17,C77H148O17P2,-2
3720,copre8,C45H52N4O14Co,-6
3721,cspg_a_degr,C14H21NO15S,-2
3722,cspg_c_degr,C14H21NO15S,-2
3723,cspg_c_rest,C17H28O17SX,-1
3724,d5kg,C6H9O6,-1
3725,d5kgp,C6H8O9P,-3
3726,dad_5,C10H13N5O3,0
3727,dcaACP,C21H39N2O8PRS,-1
3728,dextrin, and indigestible dextrin is sometimes used in fiber supplements. For example, maltodextrin either can be moderately sweet or have hardly any flavor at all. Maltodextrin is a polysaccharide that is used as a food additive. It is produced from starch and is usually found as a creamy-white hygroscopic powder. Maltodextrin is easily digestible
3729,dgal6p,C6H11O9P,-2
3730,dhcinnm,C9H7O4,-1
3731,dhnpt,C9H13N5O4,0
3732,dhpppn,C9H9O4,-1
3733,diglcpgi14,C43H80O15,0
3734,diglcpgi15,C45H84O15,0
3735,diglcpgi16,C47H88O15,0
3736,diglcpgi17,C49H92O15,0
3737,dnacsn,X,0
3738,dnarep,X,0
3739,dxyl5p,C5H9O7P,-2
3740,fa1,C14H27O2,-1
3741,fa11,C17H33O2,-1
3742,fa12,C17H33O2,-1
3743,fa3,C15H29O2,-1
3744,fa4,C15H29O2,-1
3745,fa6,C16H31O2,-1
3746,fc1p,C6H11O8P,-2
3747,fcl_L,C6H12O5,0
3748,fdxox,X,0
3749,fdxrd,XH2,0
3750,fruur,C6H9O7,-1
3751,g15lac,C6H10O6,0
3752,g1p_B,C6H11O9P,-2
3753,g6p_B,C6H11O9P,-2
3754,galam6p,C6H13NO8P,-1
3755,galct_D,C6H8O8,-2
3756,galctn_D,C6H11O7,-1
3757,galt1p,C6H13O9P,-2
3758,galur,C6H9O7,-1
3759,gam1p,C6H13NO8P,-1
3760,gbbtn,C7H15NO2,0
3761,glc_bD,C6H12O6,0
3762,glu_D,C5H8NO4,-1
3763,glu1sa,C5H9NO3,0
3764,glyc45tca,X,0
3765,glyc45tcaala_D,X,0
3766,glyc45tcaglc,X,0
3767,glycogenb,X,0
3768,glyglu,C7H11N2O5,-1
3769,gmhep17bp,C7H12O13P2,-4
3770,gmhep1p,C7H13O10P,-2
3771,gmhep7p,C7H13O10P,-2
3772,hcit,C7H7O7,-3
3773,hexACP,C17H31N2O8PRS,-1
3774,hexdp,C30H49O7P2,-3
3775,hkmpp,C6H9O6PS,-2
3776,hspg_degr_12,C37H56NO31X,-2
3777,hspg_degr_13,C31H49NO25X,-1
3778,hspg_degr_14,C23H36O20X,-1
3779,hspg_degr_15,C17H29O14X,0
3780,hspg_rest,C5H9O4X,0
3781,hxal, 1 March 2008, Pages 558-569
3782,i15tca1,C117H228O135P24,-24
3783,i15tcaacgam,C309H540N24O255P24,-24
3784,i17tca1,C121H236O135P24,-24
3785,i17tcaacgam,C313H548N24O255P24,-24
3786,ichor,C10H8O6,-2
3787,idon_L,C6H11O7,-1
3788,ihdcoa,C37H62N7O17P3S,-4
3791,ihpdcoa,C38H64N7O17P3S,-4
3794,ind3acam,C10H10N2O,0
3795,ipdcoa,C36H60N7O17P3S,-4
3798,isobut,C4H7O2,-1
3799,isocapr,C6H11O2,-1
3800,isomal,C12H22O11,0
3801,isoval,C5H9O2,-1
3802,itdcoa,C35H58N7O17P3S,-4
3805,kesto,C18H32O16,0
3806,kestopt,C30H52O26,0
3807,kestottr,C24H42O21,0
3808,lac6p,C12H21O14P,-2
3809,laccoa,C24H36N7O18P3S,-4
3810,levan1000,C6000H10002O5001,0
3811,levanb,C12H22O11,0
3812,levanttr,C18H32O16,0
3813,levantttr,C24H42O21,0
3814,lmn2,C12H22O11,0
3815,lmn30,C180H302O151,0
3816,lyx_L,C5H10O5,0
3817,m12dihglyc,C43H82O10,0
3818,m12dipglyc,C39H74O10,0
3819,m12dmglyc,X,0
3820,m12dpglyc,X,0
3821,m12dsglyc,X,0
3822,mal_D,C4H4O5,-2
3824,malt6p,C12H21O14P,-2
3825,mana,C6H11O7,-1
3826,mantr,C18H32O16,0
3827,mbdg,C7H14O6,0
3828,mcrea,C8H7O3,-1
3829,melib,C12H22O11,0
3830,melt,C9H9O3,-1
3831,metsox_S_L,C5H11NO3S,0
3832,mmtsa,C4H5O3,-1
3833,mnl,C6H14O6,0
3834,mnl1p,C6H13O9P,-2
3837,mucl,C6H5O4,-1
3838,myrstca1,C115H224O135P24,-24
3839,myrstcaacgam,C307H536N24O255P24,-24
3840,n6all26d,C9H15N2O5,-1
3841,Naccitr_L,C8H15N3O4,0
3843,nforglu,C6H7NO5,-2
3844,no3,NO3,-1
3845,oazur,X,0
3846,oc2coa,C29H44N7O17P3S,-4
3847,ocACP,C19H35N2O8PRS,-1
3848,oxalc,C6H4O5,-2
3849,oxptn,C5H7O3,-1
3850,pai15,C33H63O8P,-2
3851,pai17,C37H71O8P,-2
3852,palmtca1,C119H232O135P24,-24
3853,palmtcaacgam,C311H544N24O255P24,-24
3854,pant_R,C6H11O4,-1
3855,pei15,C35H70NO8P,0
3856,pei17,C39H78NO8P,0
3857,peptmet_L,X,0
3858,peptmetox_L,X,0
3859,pgi15,C36H70O10P,-1
3860,pgi17,C40H78O10P,-1
3861,pgpi14,C34H65O13P2,-3
3862,pgpi15,C36H69O13P2,-3
3863,pgpi16,C38H73O13P2,-3
3864,pgpi17,C40H77O13P2,-3
3865,PGPm1,X,0
3866,phppa,C9H9O3,-1
3867,phytn,C40H64,0
3868,plac,C9H9O3,-1
3871,ppal,C3H6O,0
3872,pphn,C10H8O6,-2
3873,pphtd,C40H65O7P2,-3
3874,pran,C12H13NO9P,-3
3875,prl45tca,X,0
3876,prl45tcaala,X,0
3877,prl45tcaglc,X,0
3878,prlp,C15H21N5O15P2,-4
3879,prodslfd,X,0
3880,prodthl,X,0
3881,proteinsynth,X,0
3882,psd5p,C9H11N2O9P,-2
3883,pser_D,C3H6NO6P,-2
3884,psi15,C36H69NO10P,-1
3885,psi17,C40H77NO10P,-1
3886,raffin,C18H32O16,0
3887,razur,X,0
3888,rbl_L,C5H10O5,0
3889,rml,C6H12O5,0
3890,rml1p,C6H11O8P,-2
3891,rmn,C6H12O5,0
3892,rnatrans,X,0
3893,ru5p_L,C5H9O8P,-2
3894,s17bp,C7H12O13P2,-4
3895,salc,C7H5O3,-1
3896,sbt6p,C6H13O9P,-2
3897,starch1200,C7200H12002O6001,0
3900,stys,C24H42O21,0
3901,suc6p,C12H21O14P,-2
3902,sucgsa,C9H11NO6,-2
3903,sucorn,C9H15N2O5,-1
3904,t3c11vaceACP,C29H51N2O8PRS,-1
3905,tag6p_D,C6H11O9P,-2
3906,tagdp_D,C6H10O12P2,-4
3907,tagur,C6H9O7,-1
3908,tartr_M,C4H4O6,-2
3909,tcam,X,0
3910,td2coa,C35H56N7O17P3S,-4
3911,tddec2eACP,C23H41N2O8PRS,-1
3912,tdec2eACP,C21H37N2O8PRS,-1
3913,teich_45_BS,X,0
3914,thex2eACP,C17H29N2O8PRS,-1
3915,thrp,C4H8NO6P,-2
3916,tmrs2eACP,C25H45N2O8PRS,-1
3917,toct2eACP,C19H33N2O8PRS,-1
3918,toctd2eACP,C29H53N2O8PRS,-1
3919,tpalm2eACP,C27H49N2O8PRS,-1
3920,tre6p,C12H21O14P,-2
3921,trnaglu,R,0
3922,uaaGgla,C94H153N8O26P2,-3
3923,uaaGgtla,C94H155N9O25P2,-2
3924,uacmam,C17H25N3O17P2,-2
3925,udpgalfur,C15H22N2O17P2,-2
3926,xu1p_L,C5H9O8P,-2
3927,xu5p_L,C5H9O8P,-2
3928,xylhl_L,C6H8O6,0
3929,xyllac_D,C5H8O5,0
3930,xylt_D,C5H9O6,-1
3931,zn2,Zn,2
3932,selni,SeO3,-2
3933,tet,O6S4,-2
3934,ph2s,H2S2,0
3937,atnodp,C45H73O7P2,-3
4501,h2co3,CH2O3,0
4606,actyr,C11H12NO4,-1
4607,sucacetat,C8H8O6,-2
4608,sucaceto,C7H9O4,-1
4609,vanilpyr,C10H9O5,-1
4610,vanillac,C10H11O5,-1
4611,nacvanala,C12H14NO5,-1
4612,2h3mv,C6H11O3,-1
4613,2hiv,C5H9O3,-1
4614,2m3hbu,C5H9O3,-1
4615,2m3ovcoa,C27H40N7O18P3S,-4
4616,2m3ovac,C6H9O3,-1
4617,2m3hvac,C6H11O3,-1
4618,3h3mglt,C6H8O5,-2
4619,3mglutac,C6H6O4,-2
4620,3mglutr,C6H8O4,-2
4621,ppiogly,C5H8NO3,-1
4622,mvlac,C6H10O3,0
4623,tiggly,C7H10NO3,-1
4624,td2glutrcoa,C26H35N7O19P3S,-5
4625,3hglutcoa,C26H37N7O20P3S,-5
4626,3ohglutac,C5H6O5,-2
4627,glutacoa,C26H35N7O19P3S,-5
4628,glutcon,C5H4O4,-2
4629,3hivac,C5H9O3,-1
4630,3hadicoa,C27H39N7O20P3S,-5
4631,3hadpac,C6H8O5,-2
4632,3ohsebcoa,C31H47N7O20P3S,-5
4633,3ohsebac,C10H16O5,-2
4634,3ohsubcoa,C29H43N7O20P3S,-5
4635,3ohsubac,C8H12O5,-2
4636,caproic,C6H11O2,-1
4637,5ohhexa,C6H11O3,-1
4638,7ohocata,C8H15O3,-1
4639,ethmalcoa,C26H37N7O19P3S,-5
4640,ethmalac,C5H6O4,-2
4641,hexgly,C8H14NO3,-1
4642,methsuccoa,C26H37N7O19P3S,-5
4643,methsucc,C5H6O4,-2
4644,subgly,C10H15NO5,-2
4645,4ohbut,C4H7O3,-1
4646,2hxic_L,C6H11O3,-1
4647,thexdd,C16H27O2,-1
4648,hexdtr,C16H25O2,-1
4649,hpdececoa,C36H58N7O17P3S,-4
4650,hpdece,C15H27O2,-1
4651,eic21114tr,C20H33O2,-1
4652,5eipenc,C20H29O2,-1
4653,vldl_hs,X,0
4654,idl_hs,X,0
4655,ldl_hs,X,0
4656,hdl_hs,X,0
4657,myelin_hs,X,0
