GeneID	GeneName	log2FC	PValue	
HGNC:2481	CSTA	-0.371879336	0.735801722	
HGNC:17648	POPDC2	-1.089243294	0.039741061	
 	B4GALT4	0.333733753	0.356722378	
HGNC:29533	NAA50	0.108902102	0.704334261	
 	CD80	0.405796464	0.477152466	
HGNC:29441	KIF18A	2.829779877	0.001877857	
HGNC:24264	DESI2	0.016708803	0.966390297	
HGNC:6882	MAPK8IP1	1.976404734	0.042804906	
HGNC:2385	CRY2	-1.196560633	0.021288709	
HGNC:8857	PEX16	1.501872922	0.000130047	
HGNC:29899	DEPDC7	-0.889368289	0.081021388	
 	CAT	-3.301668493	1.17E-05	
HGNC:18297	PILRB	2.59389172	0.006993384	
HGNC:12989	ZMYM2	0.074607677	0.787542107	
HGNC:4288	GJB6	2.182840039	0.311222276	
HGNC:4277	GJA3	1.499136385	0.07485269	
HGNC:25694	TBC1D15	-0.613576483	0.099032973	
 	ADGRB2	2.912596623	0.010192821	
HGNC:4848	HCRTR1	-2.189415992	0.011507588	
HGNC:30246	ZCCHC17	0.719500242	0.016810055	
HGNC:3557	FABP3	-1.007832193	0.245782562	
HGNC:18116	KHDRBS1	0.232937615	0.319968421	
HGNC:25510	TMEM39B	0.155027616	0.705885563	
 	CCRL2	-2.159906672	0.002552244	
 	CCR2	-3.739256567	0.000714188	
HGNC:28466	POLR3GL	-0.853984891	0.087521715	
HGNC:11925	TNFSF10	0.292917342	0.70970678	
HGNC:30950	ZNF639	0.514480663	0.107357428	
HGNC:23501	SLITRK3	0.820786202	0.547800592	
HGNC:8975	PIK3CA	-1.399062946	0.000957229	
HGNC:29088	PDS5A	0.181324755	0.556604963	
HGNC:26260	TMEM156	-1.587889928	0.041630136	
HGNC:16429	LIAS	-0.235844267	0.561166035	
HGNC:26977	CPXM2	-3.810030503	2.22E-05	
HGNC:24143	TMEM54	2.337404806	0.000522847	
HGNC:13093	ZSCAN20	-0.579306626	0.144920662	
HGNC:19290	CSMD2	-0.117105346	0.871833443	
HGNC:5144	HPCA	1.451151834	0.081431216	
HGNC:30299	LRIF1	0.749602796	0.033873108	
HGNC:51375	TMIGD3	-1.605201265	0.024767311	
HGNC:29675	CLCC1	-0.078022103	0.810119064	
HGNC:29501	GPSM2	0.481186372	0.249306738	
HGNC:20887	GTDC1	-1.775467307	0.001522302	
HGNC:2561	CXCR4	0.383028293	0.490077382	
HGNC:25249	ZRANB3	0.302627586	0.398768201	
 	ACVR2A	-1.600357037	0.002044173	
HGNC:9183	POLK	-0.49619762	0.245381205	
HGNC:30670	SV2C	0.391890095	0.725024535	
HGNC:3765	FLT3	0.292791504	0.788498266	
HGNC:10313	RPL21	-1.066740048	0.002180729	
HGNC:29788	MTIF3	-0.159382653	0.643497835	
HGNC:4662	GTF3A	0.836085213	0.070404648	
HGNC:23802	RASL11A	-2.533861902	0.001095312	
HGNC:12504	UBL3	-0.613714971	0.155644722	
HGNC:25407	FYTTD1	0.047043076	0.869648172	
HGNC:28785	MTERF4	-0.47875909	0.185968007	
HGNC:12823	XPNPEP2	-7.790953113	6.06E-07	
HGNC:15975	SASH3	-1.812522198	0.004297272	
HGNC:8108	OCRL	0.056892297	0.875884415	
HGNC:8573	PAEP	6.149902613	0.023073354	
HGNC:23380	OBP2A	-0.512314922	0.692381521	
HGNC:14495	MRPS2	0.612821148	0.084124435	
HGNC:3774	FMOD	-2.796653009	0.000267246	
HGNC:26005	LAX1	-2.371693655	0.01051585	
HGNC:29209	KIAA1191	0.272444421	0.512907893	
HGNC:2230	COPA	0.709737554	0.024347672	
 	CD244	-2.10447139	0.02088253	
HGNC:6730	LY9	-1.63855065	0.051330443	
HGNC:5195	HS3ST2	-2.83949113	0.011563211	
HGNC:9889	RBBP6	-0.008409575	0.973911907	
HGNC:30959	ZC3H7A	-0.865066468	0.007088326	
HGNC:21061	SERAC1	-0.302076828	0.398927272	
 	ANXA11	-0.426639081	0.313088647	
HGNC:15710	LDB3	-2.615857949	0.00534246	
HGNC:14449	OPN4	-1.802709159	0.099862028	
HGNC:28773	FAM35A	-0.403914161	0.246723847	
HGNC:28651	FAM213A	-1.622062155	0.001215802	
HGNC:12996	ZNF205	1.688895091	0.000563843	
HGNC:25875	NAA60	1.45036187	0.00049625	
HGNC:10360	RPL5	-0.148226711	0.677486661	
HGNC:29225	ODF2L	-0.375370738	0.549176566	
HGNC:9600	PTGFR	-6.210228207	1.77E-05	
HGNC:14682	SPATA1	-0.362062335	0.499689419	
HGNC:25502	TRMT13	-0.599472624	0.080804271	
HGNC:28228	LRRC39	-0.20512271	0.719629572	
HGNC:21393	RWDD3	-0.177441878	0.629561975	
HGNC:29222	ZNF644	-0.638177683	0.061377425	
 	CCDC18	-0.280281422	0.643473982	
HGNC:25791	RPAP2	0.000866822	0.997351391	
HGNC:26188	PQLC1	-0.204921921	0.600870632	
 	BBS9	-0.49842374	0.213944646	
HGNC:9122	PMS2	0.037917527	0.920527651	
HGNC:22229	ZMIZ2	1.291159002	0.007358704	
HGNC:8105	OCM	-0.054922165	0.946371861	
HGNC:1717	Sep-07	-0.709466249	0.052931592	
HGNC:22223	EEPD1	-2.656782638	2.59E-05	
HGNC:22191	KIAA0087	-3.255045058	0.010212306	
HGNC:15646	KLHL7	0.312447768	0.487678473	
HGNC:21915	HERPUD2	-0.535256324	0.096636911	
 	CBX3	1.194037655	0.002779558	
HGNC:5033	HNRNPA2B1	0.718866683	0.023489131	
HGNC:22004	WIPF3	-0.840205293	0.26693102	
HGNC:20693	NXPH1	11.1643987	0.000936846	
HGNC:24587	FAM126A	-3.365629856	6.44E-06	
HGNC:5108	HOXA7	-3.943698345	7.89E-05	
HGNC:6066	INHBA	1.88734461	0.002891355	
HGNC:3725	FKBP9	-1.361486888	0.007796644	
HGNC:17820	NT5C3A	0.630176888	0.070229941	
 	ARL4A	-1.418194286	0.003462923	
 	CCZ1	0.251629263	0.547165215	
HGNC:9185	POLM	0.647205879	0.113403893	
HGNC:9845	RAMP3	1.580077235	0.189588631	
HGNC:16352	MRM2	0.692235151	0.024304578	
HGNC:12428	TWIST1	-3.39426341	1.45E-05	
HGNC:18247	SMU1	-0.21247951	0.430811357	
HGNC:18007	GLIPR2	-2.482546193	0.001109109	
HGNC:23323	SLC25A51	-0.662783916	0.084738405	
HGNC:2090	CLTA	0.22702484	0.51294552	
HGNC:11345	RECK	-4.453337497	1.91E-07	
HGNC:16646	SPINK4	6.262970631	0.009271536	
 	ACO1	-3.22910255	8.58E-06	
HGNC:29180	PHF24	-3.365142228	0.000324216	
HGNC:2954	DNAI1	2.579735588	0.057860256	
HGNC:23686	DCAF10	0.993211455	0.038509754	
HGNC:2170	CNTFR	-4.015113248	0.013790409	
HGNC:22219	KIAA1549	0.973078132	0.12449784	
HGNC:11812	TRIM24	0.205576433	0.467416505	
HGNC:22432	C7orf49	-0.902995812	0.002836914	
 	CALD1	-2.233486838	0.000131596	
HGNC:17621	NUDT10	-1.137246861	0.077105945	
HGNC:10798	SFTPA1	2.420265159	0.267369287	
HGNC:9052	PLAU	-0.83744178	0.102481438	
HGNC:9361	SRGN	-2.518819607	0.00030671	
HGNC:1971	CHST3	-1.655012747	0.033187485	
 	BICC1	-2.991649899	5.20E-06	
HGNC:30880	CISD1	0.321080664	0.368138368	
HGNC:3239	EGR2	-0.570964539	0.598584118	
HGNC:17029	ECD	0.769429051	0.009084237	
HGNC:8546	P4HA1	0.693108378	0.033424068	
HGNC:10986	SLC25A16	-0.928163244	0.01008123	
HGNC:13195	ZWINT	2.670429618	0.000614802	
HGNC:12711	VPS26A	-0.191379176	0.41965837	
HGNC:29098	RBM19	0.105189635	0.697946707	
HGNC:1985	CIT	1.826625085	0.005036968	
HGNC:14313	IFT81	0.697707107	0.041609093	
 	ACADS	-2.024745752	0.001217291	
HGNC:28240	HVCN1	-2.090452757	0.000316516	
HGNC:31358	NME2P1	1.294094528	0.051301226	
HGNC:20084	DDX54	1.012265659	0.007294321	
HGNC:22962	MED13L	0.31990952	0.5642327	
 	CDKN2C	-2.532118882	0.000682936	
HGNC:10056	RNF11	-0.583631259	0.162935003	
HGNC:13232	RASSF8	-1.840098849	0.000996857	
 	BHLHE41	-1.161039056	0.149905782	
HGNC:11322	SSPN	-3.489635145	5.77E-06	
HGNC:6181	ITPR2	-1.06478315	0.183798182	
 	CCDC91	0.34025805	0.351365199	
HGNC:20983	NECAB1	-2.286255179	0.004057452	
HGNC:17004	WWP1	1.57830915	0.084564571	
 	ACOT9	-1.889889297	0.000974634	
HGNC:17169	PRDX4	0.472747324	0.21896998	
HGNC:17821	DDX39A	2.115858648	0.003642973	
HGNC:9405	PKN1	0.971681254	0.013067312	
HGNC:28424	TRIR	0.770997561	0.069203535	
 	ADGRE5	-2.276230927	0.002130919	
HGNC:32672	WDR83	1.363490246	0.00136921	
HGNC:1226	GIPC1	1.666263487	0.001568901	
HGNC:14297	SPRYD7	0.500415701	0.195218427	
HGNC:18061	EBPL	1.219344222	0.004324449	
 	ATP7B	1.182893535	0.109383403	
HGNC:20368	ZC3H13	-0.268458619	0.47405869	
HGNC:4686	GUCY1B2	-0.928468022	0.340686802	
HGNC:16058	NLN	0.312582417	0.279363952	
 	CENPK	1.549118017	0.016562733	
HGNC:17142	OPTN	-1.601182794	0.000386246	
HGNC:21449	ITIH5	-5.836387132	1.04E-05	
 	ATF1	-0.417433856	0.248260791	
HGNC:12367	TSFM	1.051480663	0.002626669	
 	ARHGAP9	-1.678247431	0.009117445	
HGNC:4862	NCKAP1L	-2.637256951	0.00014114	
HGNC:7165	MMP19	-3.186692061	4.71E-05	
HGNC:8869	PFDN5	0.049434808	0.895608715	
HGNC:18650	SPATS2	1.195922027	0.001554376	
HGNC:16037	ORMDL2	1.261077182	0.011544169	
HGNC:7980	NR4A1	-1.168621284	0.164436295	
HGNC:8775	PDE1B	-5.015405016	2.96E-06	
HGNC:5125	HOXC13	4.196926749	0.040316101	
 	CDK2	0.587182428	0.130963362	
HGNC:6692	LRP1	-3.986031172	1.79E-06	
HGNC:5123	HOXC11	5.735019858	0.007520164	
 	ATG101	0.800770117	0.072175204	
HGNC:7780	NFE2	0.081718306	0.945465125	
HGNC:5124	HOXC12	6.0848571	0.008150419	
HGNC:13179	IKZF4	-0.387518937	0.264615067	
HGNC:17148	SMUG1	1.205991072	0.001703527	
HGNC:18809	TUBA1B	-0.179877491	0.566984576	
HGNC:24936	EEF1AKMT3	-0.17737659	0.584654322	
HGNC:23761	KBTBD4	0.476399438	0.378919823	
HGNC:10536	SARDH	3.083288336	0.002237005	
HGNC:2689	DBH	3.590016243	0.010166525	
 	ATPAF1	-0.254732354	0.50973449	
HGNC:10879	STIL	1.852705216	0.003935834	
HGNC:25444	HJURP	3.475651656	0.001804159	
HGNC:5975	IL13RA2	-0.85858949	0.272111613	
HGNC:2185	COL10A1	5.433388327	9.25E-05	
 	AMD1	-0.088805214	0.839915696	
HGNC:21034	NDUFAF4	-0.353654283	0.464476361	
HGNC:20080	USP45	-0.165512832	0.646691096	
HGNC:9086	PLP1	4.016231034	0.109970137	
HGNC:16849	MORF4L2	2.018915251	0.002573192	
HGNC:14090	RAB9B	0.164605325	0.746766233	
HGNC:25391	NRK	-0.607321214	0.552204067	
HGNC:25195	FAM199X	0.182122165	0.583269931	
HGNC:9792	RAB9A	-0.491900662	0.186105787	
HGNC:25856	METTL8	0.161095632	0.540520012	
HGNC:25660	TTC21B	-0.683928505	0.089766467	
HGNC:7854	NMI	-0.543060116	0.291439147	
HGNC:11898	TNFAIP6	-2.454398019	0.025074377	
 	ACVR1C	-8.499375461	7.37E-06	
 	BAZ2B	-1.149843453	0.016967072	
HGNC:18761	SLC36A1	-1.150939037	0.054337766	
HGNC:28985	LPGAT1	0.018246115	0.945827056	
 	BATF3	-1.723444343	0.018578479	
HGNC:30229	G0S2	-6.4918805	5.56E-07	
HGNC:6263	KCNJ2	-2.040331266	0.005684663	
HGNC:21165	RAP2C	-0.244458364	0.470003432	
HGNC:9137	EXOSC9	0.669363936	0.068822944	
HGNC:18554	PLA2G12A	0.656226905	0.078839354	
 	B9D2	1.163161028	0.013381825	
HGNC:19041	COQ8B	1.602262191	0.000513093	
HGNC:8873	PFKFB2	0.320386019	0.555357232	
 	C4BPA	-1.778455951	0.212387938	
 	C4BPB	1.140217686	0.35976083	
HGNC:12921	ZNF137P	-0.361979652	0.468106877	
HGNC:9776	RAB38	-0.046839693	0.950840473	
HGNC:4523	GPR83	1.927184222	0.101306856	
 	AGO2	-0.612009177	0.04780235	
HGNC:13906	MXD4	-0.219565767	0.581072525	
HGNC:9130	PMS2P5	0.816201998	0.289331083	
HGNC:2000	CKS2	2.879202066	0.002696191	
 	ACSL3	1.264775153	0.020058407	
HGNC:24291	CHPF	2.457935233	0.004787001	
HGNC:2981	DNPEP	0.588396159	0.059109949	
HGNC:6065	INHA	5.168261209	0.011822389	
HGNC:18210	MOGAT1	-1.148675371	0.467753561	
HGNC:29092	OBSL1	1.086833126	0.017322663	
HGNC:26224	FAM124B	-3.828439135	9.00E-05	
HGNC:10913	SLC12A4	-1.806483863	7.90E-05	
HGNC:25246	ENKD1	1.364436909	0.013572836	
HGNC:16099	GCNT7	-0.624529433	0.365129423	
HGNC:4993	HMGB1P1	2.136115293	0.089213461	
HGNC:16102	FAM210B	0.160719764	0.608785229	
HGNC:8947	PI3	4.058020804	0.092941252	
HGNC:16154	SNX21	-1.136103715	0.024152401	
HGNC:11092	SLPI	0.736761629	0.573423698	
HGNC:15957	WFDC3	1.506275353	0.059703311	
HGNC:16114	TTPAL	0.144539335	0.647604867	
HGNC:32594	PREX1	1.405317694	0.131928268	
HGNC:6300	KCNS1	2.488834914	0.222962946	
HGNC:13818	SLC12A5	3.664031142	0.001003428	
 	ARHGAP40	0.49091243	0.777737379	
HGNC:10661	SDC4	2.802864426	0.00801617	
HGNC:7670	NCOA3	-0.463366703	0.301909228	
HGNC:14938	PIGT	1.182121736	0.036914162	
HGNC:6910	MATN4	-1.837552563	0.193397908	
HGNC:15909	NCOA5	0.61804684	0.041974478	
HGNC:12649	VAPB	-0.255148982	0.481541141	
HGNC:16245	PARD6B	2.200592735	0.039654163	
 	ATP5F1E	0.813333212	0.19641827	
 	CHD6	0.363102316	0.49725819	
HGNC:9065	PLCG1	-0.491273283	0.184327144	
HGNC:16095	TOX2	-2.327146079	0.002613455	
HGNC:10788	SRSF6	0.687739239	0.0560671	
HGNC:4213	GDAP1L1	3.938918264	0.017254603	
 	ARFGEF2	0.006906776	0.988933745	
HGNC:29271	ZNFX1	-0.593067937	0.081904847	
HGNC:16167	ZNF831	-2.570191985	0.010576679	
HGNC:3178	EDN3	-2.562898676	0.216756875	
HGNC:2431	CSE1L	0.84669743	0.014314948	
HGNC:9764	RAB22A	0.454623557	0.191553054	
HGNC:9603	PTGIS	-5.254266016	6.15E-06	
HGNC:11370	STAU1	0.249379117	0.351979481	
 	CDH26	-0.968638326	0.112939179	
HGNC:11128	SNAI1	-0.604231066	0.326732522	
HGNC:15765	MOCS3	0.903080775	0.069262999	
HGNC:11431	STX16	0.094562115	0.707167204	
HGNC:15755	PPP4R1L	-1.074988083	0.040445031	
HGNC:14107	PMEPA1	-0.76250578	0.061114523	
HGNC:13094	RNF114	0.338538584	0.261293259	
HGNC:15837	DDX27	0.669534198	0.027534033	
 	C20orf85	4.291130416	0.022117789	
 	BCAS4	3.192272005	0.001972852	
HGNC:13814	KCNK15	2.820541219	0.005531578	
HGNC:15856	TP53TG5	0.750992266	0.324994049	
HGNC:8724	PCK1	-9.247092192	0.000102508	
HGNC:16176	ZBP1	0.162734607	0.86003062	
HGNC:16156	NEURL2	0.120573117	0.837839891	
HGNC:7473	MTRR	0.498766905	0.283236345	
HGNC:28758	FASTKD3	0.876993963	0.025041125	
HGNC:8840	PEPD	-0.788284541	0.03115982	
HGNC:15993	CHST8	4.106974363	0.029405097	
HGNC:29059	IQSEC2	1.766113447	0.011602401	
HGNC:11486	VAMP7	-0.426771245	0.23211567	
HGNC:6030	IL9R	2.085569936	0.030158083	
HGNC:12806	XG	-4.791023831	5.18E-08	
HGNC:16950	STAMBP	0.485545084	0.046404904	
HGNC:17174	NAGK	0.036269029	0.911383812	
HGNC:16732	MCEE	0.033441832	0.91873942	
HGNC:29200	PAIP2B	-0.779121975	0.184281032	
HGNC:30240	SNRNP27	0.154699574	0.623290271	
HGNC:7213	MPHOSPH10	0.807539034	0.084754589	
HGNC:5983	IL17C	5.088062777	0.01891263	
 	ATP8A1	-0.02995703	0.966455443	
HGNC:12621	USP22	-0.461224622	0.188265726	
HGNC:13711	POF1B	1.658656799	0.203728591	
HGNC:15825	HIF3A	-6.636827543	4.62E-06	
HGNC:28357	ZNF576	0.977160207	0.003552337	
HGNC:13111	ZNF45	0.007168635	0.984319897	
HGNC:24880	LYPD3	2.898590732	0.012715521	
HGNC:7678	NDP	6.954356257	0.009508955	
HGNC:12632	USP9X	-0.412883821	0.287015789	
HGNC:3531	F13A1	-5.046820649	8.29E-07	
HGNC:4596	GRM4	9.866038023	0.00042903	
HGNC:18273	TRERF1	0.581144615	0.399888703	
HGNC:8570	PACSIN1	2.392631498	0.000785487	
 	BTN2A2	0.357562483	0.31066321	
HGNC:14933	SIRT5	0.398253234	0.3126308	
HGNC:13785	MRS2	0.738391253	0.078733754	
HGNC:20876	WRNIP1	1.083766029	0.010527411	
HGNC:21374	RRP36	0.462828653	0.11593357	
 	BTN2A3P	-0.991176095	0.057449365	
 	BTN1A1	-2.12667673	0.092800261	
HGNC:11157	SNRPC	1.08977855	0.001646451	
HGNC:8950	SERPINB6	-0.242616739	0.528215497	
HGNC:17675	XPO5	0.697815681	0.021730936	
 	ABCC10	0.321135842	0.34299252	
HGNC:4717	HIST1H1D	3.423300593	0.02826198	
HGNC:8859	PEX6	1.09213128	0.011539088	
HGNC:7856	NQO2	-0.898008699	0.051752913	
HGNC:21257	OARD1	0.483981624	0.10064376	
HGNC:21203	UNC5CL	2.163291028	0.018045736	
 	AARS2	0.868835911	0.036122751	
HGNC:18779	ZNF391	-1.747888471	0.030038966	
HGNC:10383	RPS10	0.247434452	0.421342507	
HGNC:7190	MOCS1	-2.879258583	0.000637457	
HGNC:4761	HIST1H2BJ	2.127911733	0.027868411	
HGNC:16840	MED20	0.614707727	0.119509855	
HGNC:8241	OR2B6	4.096822917	0.000761272	
HGNC:11580	TBCC	0.747936167	0.029448555	
HGNC:17257	SPDEF	3.827128752	0.040072679	
HGNC:11658	TCP11	-0.654320063	0.423959565	
HGNC:21059	MAD2L1BP	0.745381961	0.041748998	
 	APOBEC2	-1.695155055	0.029930295	
HGNC:20704	KLHDC3	0.355850262	0.232177277	
HGNC:4415	GNMT	1.559462309	0.093299328	
HGNC:2952	DNAH8	0.168355633	0.892838783	
HGNC:17760	TREM1	-2.021585812	0.017366893	
HGNC:6986	MEA1	1.242026558	0.002315052	
HGNC:21353	KLHL31	-5.19997905	3.47E-05	
HGNC:17025	COL21A1	-3.035105848	0.005116579	
 	CDKN1A	0.811797641	0.190547885	
HGNC:11200	SOX4	1.304003705	0.04318754	
HGNC:4323	GLO1	1.38797466	0.026115947	
HGNC:2318	CPNE5	-0.78575722	0.227260932	
HGNC:14465	KCNK17	1.751324571	0.204942088	
HGNC:10449	RREB1	-0.299374718	0.276088828	
HGNC:11323	SSR1	0.311253873	0.343568291	
HGNC:18656	RIOK1	0.080682868	0.806754584	
HGNC:17972	NRN1	-4.178444412	8.03E-06	
HGNC:21601	SLC35B3	-0.220207335	0.539851107	
HGNC:20992	RPP40	0.57578642	0.22776165	
 	ATXN1	-0.668715878	0.289953705	
HGNC:8062	NUP153	-0.294472931	0.519948815	
HGNC:2768	DEK	-0.038887792	0.942972608	
HGNC:3212	EEF1E1	1.005355335	0.030447755	
HGNC:10472	RUNX2	0.305776079	0.596792818	
HGNC:6702	LRRFIP1	0.257172877	0.565690102	
HGNC:16523	RAB17	3.491875266	0.011000209	
HGNC:10643	CXCL6	-2.513634068	0.055334423	
HGNC:3443	EREG	-3.655095478	0.028628723	
HGNC:1181	MYRF	0.945251466	0.157430688	
HGNC:18396	SCGB1D2	0.209183849	0.932375626	
HGNC:7051	SCGB2A1	3.477900947	0.153972775	
 	AHNAK	-1.948646714	0.016687339	
HGNC:23999	EMC3	0.370917801	0.489857485	
HGNC:24809	SSUH2	0.184587997	0.788619098	
HGNC:12774	WNT1	-2.80098235	0.038915923	
HGNC:26009	SH3TC1	-0.314231736	0.563417496	
HGNC:7877	CNOT1	-0.815716022	0.077331895	
HGNC:13605	LRRC29	0.910492726	0.121952784	
 	BBS2	-0.736772253	0.05615924	
HGNC:7399	MT1G	4.211845053	0.013269487	
HGNC:7406	MT2A	0.804646365	0.281599438	
 	C16orf70	0.22916776	0.578401251	
HGNC:4433	GOT2	1.710427512	0.000703894	
HGNC:19868	DOK4	-1.199969792	0.010353518	
HGNC:4472	GPR18	-0.616550123	0.408905877	
HGNC:18355	CLYBL	-0.966235992	0.025147901	
HGNC:25904	TMTC4	0.653329705	0.116174081	
HGNC:9861	RAP2A	-0.692992649	0.052766256	
 	ABCC4	0.02319693	0.979586087	
HGNC:3227	EFNB2	-1.187813895	0.082084285	
HGNC:11197	SOX21	1.456147586	0.356134943	
HGNC:11865	TM9SF2	0.187093924	0.654430377	
 	C17orf53	0.993390581	0.090799895	
HGNC:6390	KIF25	-3.358960131	0.006046971	
HGNC:6116	IRF1	-0.069586628	0.832208446	
HGNC:20439	UPF3B	0.575903364	0.24675618	
HGNC:12974	RNF113A	0.968773577	0.011009455	
HGNC:15848	Sep-06	0.293395063	0.525595312	
HGNC:26086	TMEM255A	-4.118544945	0.000866988	
HGNC:7683	NDUFA1	0.912718976	0.029408488	
HGNC:18799	ATP5S	-0.566595083	0.111107184	
 	BMP4	-0.81610855	0.41296429	
HGNC:9594	PTGER2	0.197534621	0.880342383	
HGNC:16822	FAM193A	0.322724544	0.204767784	
HGNC:4543	GRK4	0.157758783	0.713056616	
HGNC:11204	SOX9	2.013520758	0.047611503	
HGNC:14293	TEKT3	-0.722238319	0.412291105	
HGNC:7572	MYH2	-5.100670638	0.001743826	
HGNC:5198	HS3ST3B1	-1.355881258	0.029180338	
HGNC:31921	SLC25A35	1.470098457	0.013746531	
HGNC:14499	MRPS7	0.827356721	0.047419993	
HGNC:17079	GGA3	-0.057530184	0.877065989	
 	ARMC7	0.964261257	0.01941832	
HGNC:8734	NUP85	0.473137701	0.284923443	
HGNC:14409	SLC25A19	0.930899403	0.100058439	
HGNC:24030	MIF4GD	0.350059219	0.335762099	
HGNC:17144	NT5C	1.242184065	0.019116403	
HGNC:29678	MSTO1	0.841057752	0.069078557	
 	C1orf61	0.950595167	0.346704588	
HGNC:12397	TTF1	-0.440696912	0.11677679	
HGNC:4667	GTF3C4	-0.108394327	0.734364293	
HGNC:16715	DDX31	0.440390861	0.163696944	
HGNC:14947	PPP1R12C	0.033370106	0.926698684	
HGNC:15505	MBOAT7	2.374997098	1.57E-05	
HGNC:11298	SRMS	5.082381366	0.005745153	
HGNC:8155	OPRL1	1.258569921	0.089817335	
HGNC:15930	SLC2A4RG	0.384945165	0.244101592	
HGNC:28764	FNDC11	2.206094462	0.040452323	
HGNC:16142	PPDPF	2.374241811	0.00020906	
HGNC:5992	IL1B	-1.064906388	0.148914979	
 	CHCHD5	1.42486587	0.00465939	
HGNC:8622	PAX8	0.149624316	0.880695394	
HGNC:20452	INSIG2	0.331290875	0.353038705	
HGNC:20454	POLR1B	0.732644761	0.025385779	
 	CCDC93	-1.386505951	0.000642196	
HGNC:19096	PSD4	2.187111542	0.00439046	
HGNC:19375	SLC25A23	0.24615049	0.450946599	
HGNC:9579	PSPN	0.602418587	0.203756268	
HGNC:4652	GTF2F1	0.984727759	0.004095837	
 	ALKBH7	1.083139769	0.010898546	
HGNC:2084	CLPP	1.325565115	0.002030294	
HGNC:11939	TNFSF9	-0.738370837	0.494545539	
HGNC:4573	GRIA3	1.540003072	0.302262647	
HGNC:19073	THOC2	0.142989234	0.658045679	
HGNC:9234	MED1	-0.44462267	0.317221603	
HGNC:10316	RPL23	0.151418152	0.699217395	
 	ATG4C	-0.944696589	0.049396134	
 	CD70	-2.988936868	0.038881231	
 	C3	-3.200059799	0.000793547	
HGNC:16885	SH2D3A	2.220370483	0.012420652	
HGNC:12304	TRIP10	-1.164508235	0.003712851	
HGNC:17829	GPR108	0.417710053	0.150521856	
HGNC:11930	TNFSF14	-2.909454528	0.000944608	
HGNC:3797	FOSB	-3.596208049	0.00033791	
HGNC:8142	OPA3	-0.264237058	0.364767055	
HGNC:11159	SNRPD2	1.289896034	0.010806888	
HGNC:10468	RTN2	1.811796317	0.011165254	
HGNC:18035	EML2	2.402007478	0.000685889	
HGNC:12652	VASP	0.738309183	0.07248519	
HGNC:22935	SYMPK	1.023507354	0.002738509	
HGNC:26957	GPCPD1	-0.724576321	0.115952298	
HGNC:15756	SDCBP2	1.456029366	0.042244674	
HGNC:15894	PANK2	-0.457816308	0.108754759	
HGNC:11779	TGM3	1.494432188	0.204646319	
HGNC:4420	GNRH2	-0.905949201	0.208424208	
HGNC:16222	FAM182A	-1.309695876	0.175215475	
 	CD93	-2.683827353	0.000215286	
HGNC:15808	GZF1	0.497621624	0.09503907	
HGNC:8615	PAX1	0.93184821	0.376566384	
HGNC:15751	NAPB	1.259603739	0.03352765	
 	CENPB	0.671511478	0.032898836	
HGNC:9571	PSMF1	0.498679983	0.042539841	
HGNC:16219	DTD1	0.352784821	0.469047732	
HGNC:15864	RBCK1	0.950337666	0.003372987	
HGNC:25237	TMX4	-0.540830852	0.14153205	
HGNC:16254	STK35	0.22197186	0.539549825	
HGNC:11153	SNRPB	2.022793438	9.68E-05	
HGNC:16229	NRSN2	1.723131306	0.000115077	
 	AP5S1	0.530957289	0.147205236	
HGNC:10448	RRBP1	0.768008555	0.109728932	
 	BMP2	-4.19893324	3.82E-06	
HGNC:12917	ZNF133	0.325551367	0.437814096	
HGNC:3762	FLRT3	2.795752221	0.087467239	
HGNC:15804	OVOL2	2.968507525	0.074376555	
HGNC:8744	PCSK2	1.899109583	0.306272114	
HGNC:7108	MKKS	-0.036184394	0.916506476	
 	BFSP1	0.683717272	0.28969376	
HGNC:15750	DSTN	0.474428316	0.25837322	
HGNC:16097	LAMP5	2.354200591	0.025006703	
HGNC:11155	SNRPB2	0.967187847	0.018788484	
HGNC:16205	MGME1	0.948794208	0.03197813	
HGNC:16208	LRRN4	-2.351107332	0.058143917	
HGNC:16133	TBC1D20	-0.644529215	0.022992602	
HGNC:6176	ITPA	1.200554989	0.004748263	
HGNC:11627	TCF15	-2.648186437	0.015748001	
HGNC:8517	OTOR	4.363626749	0.012356969	
HGNC:16147	MCM8	0.386052038	0.405258029	
HGNC:15893	TMEM74B	4.259677328	0.010827487	
HGNC:16188	FAM110A	2.652450042	6.49E-05	
HGNC:14045	MRPS26	1.899195254	4.20E-05	
HGNC:3170	S1PR4	-2.040924321	0.013873128	
HGNC:26923	NCLN	1.186195358	0.002262896	
 	CITED1	-1.292250596	0.411958828	
HGNC:5047	HNRNPR	0.091260102	0.720313346	
HGNC:20814	ZNF436	-1.081521226	0.005135532	
HGNC:6913	MAX	0.078703298	0.79586331	
 	ARMCX5	0.649116134	0.038645112	
HGNC:4220	GDF5	-2.193376955	0.052323651	
HGNC:7172	MMP24	1.652610515	0.173592013	
HGNC:15851	NECAB3	2.336515249	6.05E-05	
HGNC:5360	ID1	-3.382611116	4.62E-05	
HGNC:15921	RALY	1.070620107	0.004267001	
HGNC:15468	DYNLRB1	0.888426624	0.009767684	
HGNC:3266	EIF2S2	0.263624315	0.346802221	
HGNC:15927	ERGIC3	0.706851063	0.012821366	
HGNC:16185	ROMO1	1.666046127	0.000665428	
